"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35"
"0.93754575","0.946206413","1.075168451","1.093253216","0.962706741","0.996621622","0.953180647","1.110113791","1.109704884","0.888734795","0.957031814","0.971423618","1.115190056","0.965882627","0.944368432","0.978358751","0.943747094","0.957443718","1.068378551","0.934731461","1.003282307","0.983644656","1.150293383","0.937055218","0.892322886","1.114274095","0.967845005","0.965680747","0.95001301","1.102489867","0.95332267","0.958613268","0.98189415","0.969454356","0.92480854"
"0.93754575","0.946206413","1.075168451","1.093253216","0.962706741","0.996621622","0.953180647","1.110113791","1.109704884","0.888734795","0.957031814","0.971423618","1.115190056","0.965882627","0.944368432","0.978358751","0.943747094","0.957443718","1.068378551","0.934731461","1.003282307","0.983644656","1.150293383","0.937055218","0.892322886","1.114274095","0.967845005","0.965680747","0.95001301","1.102489867","0.95332267","0.958613268","0.98189415","0.969454356","0.92480854"
"0.93754575","0.946206413","1.075168451","1.093253216","0.962706741","0.996621622","0.953180647","1.110113791","1.109704884","0.888734795","0.957031814","0.971423618","1.115190056","0.965882627","0.944368432","0.978358751","0.943747094","0.957443718","1.068378551","0.934731461","1.003282307","0.983644656","1.150293383","0.937055218","0.892322886","1.114274095","0.967845005","0.965680747","0.95001301","1.102489867","0.95332267","0.958613268","0.98189415","0.969454356","0.92480854"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","1.150293383","0.937055218","0.892322886","1.114274095","0.967845005","0.965680747","0.95001301","1.102489867","0.95332267","0.958613268","0.98189415","0.969454356","0.92480854"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.925833748","1.027977338","0.953825511","1.086252662","0.95631195","0.929636533","1.125749197","0.972869676","0.965886211","0.956343359","1.074927038","0.999739952","0.888567712","0.975780158","0.942039533","1.114306463","0.942003719","1.109077705","0.952768257","0.937636158","0.952159642","0.943555181","1.09800732","0.940540855","0.947512127","0.974263638","1.004444186","1.057044554","1.081268611","0.946149392","0.980078523","0.984788995","1.098537604","1.124938358","0.957878858"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"0.977952156","0.966065066","1.00399615","0.976577312","1.020841206","0.983224604","0.927121638","1.071314822","0.926767531","1.116985929","1.104978762","0.951197665","0.946379535","0.969375873","1.077697884","1.138126362","0.958856346","0.947567175","1.006216232","0.981206611","0.962616551","0.987130697","0.945796782","0.976559096","1.108432335","0.890605937","0.941121794","1.084800648","0.955795195","1.109438332","0.960302457","0.960358317","1.148444754","0.915499086","1.06173126"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"1.103856177","0.875532971","0.970743517","0.96782662","0.978403046","0.92555918","1.073631178","0.975765121","0.931369729","0.966744677","0.95298639","1.105492791","0.959676254","0.950163018","1.117871387","1.006826434","0.982101348","1.06724764","0.960901644","1.152002789","0.934731461","0.951689278","0.935920525","1.145031516","0.974235339","0.964387382","1.105527638","0.970306763","1.108444881","0.964099595","0.906790752","0.900444987","1.009749304","1.068082267","0.985147366"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"1","1","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"0.964483354","0.974242159","0.880903071","0.946824957","0.934220853","1.09972041","0.969395141","0.955497003","0.95725709","0.940741383","0.970323923","1.077754341","0.979910392","1.143455985","0.958924049","1.071314452","1.011157601","1.110820625","0.902225062","1.109013274","1.106108578","0.956337333","0.942311044","1.111917971","0.926598309","0.945796782","1.096813548","0.97261977","0.944809043","0.949044586","0.948669478","0.94872466","1.066039926","1.067502103","0.964260849"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1","1","1","1","1","1","1","1","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1","1","1","1","1","1","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"0.949257752","1.106827872","0.95557565","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"1.024214564","1.082296595","0.970743517","1.096753493","0.953986571","1.116029823","0.979239656","1.118800127","0.945751596","0.963277571","0.999219811","0.94657459","0.930192224","1.082324173","0.940875084","1.105591866","0.977452348","0.951633987","0.945796782","0.904522613","1.110756093","0.935421085","1.106140708","0.896389462","0.938798036","0.978330332","0.93589334","1.001532368","0.965046691","1.15402432","0.980078523","1.057499346","1.123491179","0.9590114","0.9932699"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"1","1","1","1","1","1","1","1","1","1","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.989078558","1.088721453","0.945074818","0.947991716","1.106298869","0.951188257","0.96418334","0.883110867","0.987171374","1.078847765","0.940850117","0.976046693","0.963144963","1.117256637","0.961252948","0.947567175","1.143654114","0.986492375","0.954511125","1.091004154","0.949254945","1.110885164","0.941149131","1.103203881","1.065442821","1.006216232","0.977720975","0.93676815","0.963890254","0.906195715","1.096989967","1.097053777","0.915157846","0.984538624","1.143536783"
"0.949257752","1.106827872","0.95557565","1.028498089","0.960962707","0.966915191","0.885427223","0.949706112","1.071736754","1.103695357","0.930447597","1.071397613","0.945223298","0.997321844","0.965910745","0.964415396","0.932705718","1.145679012","0.985882763","0.964940308","0.932407703","0.938326119","0.983558938","0.961454672","1.110175153","1.097426364","1.059633427","0.95758522","0.906646622","0.970469021","1.07779555","1.077858244","0.937790158","1.135961477","0.941053609"
"1","1","1","1.028498089","0.960962707","0.966915191","0.885427223","0.949706112","1.071736754","1.103695357","0.930447597","1.071397613","0.945223298","0.997321844","0.965910745","0.964415396","0.932705718","1.145679012","0.985882763","0.964940308","0.932407703","0.938326119","0.983558938","0.961454672","1.110175153","1.097426364","1.059633427","0.95758522","0.906646622","0.970469021","1.07779555","1.077858244","0.937790158","1.135961477","0.941053609"
"1","1.106827872","0.95557565","1.028498089","0.960962707","0.966915191","0.885427223","0.949706112","1.071736754","1.103695357","0.930447597","1.071397613","0.945223298","0.997321844","0.965910745","0.964415396","0.932705718","1.145679012","0.985882763","0.964940308","0.932407703","0.938326119","0.983558938","0.961454672","1.110175153","1.097426364","1.059633427","0.95758522","0.906646622","0.970469021","1.07779555","1.077858244","0.937790158","1.135961477","0.941053609"
