FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Wayne,Hennessey,GLK,CRY,4400000,0,75,3.3,7.5E-07,1.70454545454545E-05,0,126738,1,40,0,84,0,0,0,17.4,2885,-1,-1,75,1,0.3,0,1.3,8,0,4,0,0,2.9,201410,0,0,0,1,2070,9960,1,0,422,Watford,Leicester,Stoke,West Brom,,3.5,3.2,3.4,3.6,56.6
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,3587,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7406,0,0,0,0,0,41,0,0,0,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0
Ander,Herrera,MID,MUN,5000000,4,38,1.11764705882353,2.23529411764706E-07,7.6E-06,0,198391,5,13,0,0,0,0,0,7.6,358,-5,0,38,5,0.5,0,2.3,0,0,4,0,2,1.3,28936,0,0,0,0,1091,254,0,0,202,Arsenal,Brighton,West Ham,Watford,,0,0.7,1.2,0.6,56.6
Wesley,Hoedt,DEF,SOU,5000000,10,60,2.5,5E-07,1.2E-05,0,9638,6,39,0,0,0,0,0,12,254,0,0,60,0,0.6,0,2.8,8,0,4,0,2,0.1,12886,0,0,0,0,2160,232,0,0,453,Bournemouth,Everton,Swansea,Man City,,0,2,3.4,1.9,79
Jonathan,Hogg,MID,HUD,4400000,3,45,1.7,3.86363636363636E-07,1.02272727272727E-05,0,35952,7,37,0,0,0,0,0,10.2,236,-1,0,45,1,0.5,0,2,0,0,6,0,0,0.2,43886,0,0,0,0,2069,69,0,1,342,Everton,Man City,Chelsea,Arsenal,,0,1.7,1.6,1.5,61.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,4,33,0.970588235294118,2.25718194254446E-07,7.67441860465116E-06,0,37143,4,28,0,0,0,0,0,7.7,1796,-2,0,33,2,0.5,0,2,0,0,2,0,0,0.4,42505,0,0,0,0,1378,172,0,0,223,Bournemouth,Everton,Swansea,Man City,,0,0.5,1,0.5,58.3
Rob,Holding,DEF,ARS,4400000,1,20,0.606060606060606,1.37741046831956E-07,4.54545454545455E-06,0,109986,2,14,0,0,0,0,0,4.5,210,-6,0,20,6,0.2,0,0.7,0,0,2,0,1,0.7,28153,0,0,0,0,639,792,0,0,153,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.4,0.3,0.6,0.3,22.4
Jose,Holebas,DEF,WAT,4800000,0,62,2.6,5.41666666666667E-07,1.29166666666667E-05,0,73266,6,43,0,0,0,0,0,12.9,1400,-2,0,62,2,0.3,0,1.3,6,0,5,0,4,0.6,69423,0,0,0,0,2021,787,0,0,364,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.7,2,2.4,1.7,112.7
Mason,Holgate,DEF,EVE,4000000,0,37,2.5,6.25E-07,9.25E-06,0,214171,3,14,0,0,0,0,0,9.3,3226,-5,0,37,5,0,0,0,0,0,4,0,0,1.1,201825,0,0,0,0,1183,75,0,0,214,Newcastle,Huddersfield,Southampton,West Ham,,0,0,0,0,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,18701,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1285,0,0,0,0,0,4,0,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,0
Callum,Hudson-Odoi,MID,CHE,4500000,0,2,0.0588235294117647,1.30718954248366E-08,4.44444444444444E-07,0,389,0,1,0,0,0,0,0,0.4,20,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,543,0,0,0,0,27,6,0,0,11,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0,3.8
Will,Hughes,MID,WAT,4600000,3,44,1.29411764705882,2.81329923273657E-07,9.56521739130435E-06,0,77131,0,12,0,0,0,2,0,9.6,630,-4,0,44,4,0.9,0,4,5,0,3,0,3,0.3,76031,0,0,0,1,647,2509,0,0,159,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.7,0.6,0.8,0.6,57.3
Jordan,Hugill,FWD,WHU,5000000,0,3,0.0909090909090909,1.81818181818182E-08,6E-07,0,1422,0,0,0,0,0,0,0,0.6,55,-5,0,3,5,0.1,0,0.3,0,0,0,0,0,0,1865,0,0,0,0,22,32,0,0,4,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0294117647058824,7.54147812971342E-09,2.56410256410256E-07,0,416075,0,1,0,0,0,0,0,0.3,3898,-1,0,1,1,0,0,0,0,0,0,0,0,5.1,340895,0,0,0,0,17,1075,0,0,5,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0,0,0,0,5585,0,0,0,0,0,0,0,0,72,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2334,0,0,0,0,0,43,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,9,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0,0
Jordon,Ibe,MID,BOU,4700000,2,82,2.7,5.74468085106383E-07,1.74468085106383E-05,0,153832,1,32,0,0,0,2,0,17.4,8840,-3,0,82,3,0.2,0,1,5,0,4,0,6,1.1,191576,0,0,0,1,1872,578,0,0,278,Southampton,Swansea,Burnley,,,0,2.1,2.6,2.1,149.4
Vicente,Iborra,MID,LEI,5700000,0,55,3.2,5.6140350877193E-07,9.64912280701754E-06,0,25145,0,17,0,0,0,3,0,9.6,2990,-3,0,55,3,0.4,0,2.5,6,0,3,0,0,0.2,22052,0,0,0,0,1276,13,0,0,276,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0,60.4
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,1,1.05263157894737E-07,5.26315789473684E-07,0,40034,0,2,0,0,0,0,0,0.5,116,-5,0,5,5,0,0,0,0,0,0,0,0,0.1,38395,0,0,0,0,102,79,0,0,18,Arsenal,Brighton,West Ham,Watford,,0,0,0,0,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,5,38,1.11764705882353,1.71945701357466E-07,5.84615384615385E-06,0,146101,2,8,0,0,0,1,0,5.8,646,-5,0,38,5,0.2,0,1.3,3,0,1,0,4,0.8,25948,0,0,0,0,573,185,0,0,108,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0.6,1.4,0.6,44.8
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,8452,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,975,0,0,0,0,0,2,0,0,0,Burnley,Liverpool,Crystal Palace,Swansea,,0,0,0,0,0
Tom,Ince,MID,HUD,5500000,6,80,2.5,4.54545454545455E-07,1.45454545454545E-05,0,96930,0,38,0,0,0,2,0,14.5,396,-5,0,80,5,0.5,0,2.7,3,0,7,0,1,0.4,37818,0,0,0,0,2390,207,0,0,265,Everton,Man City,Chelsea,Arsenal,,0,3,2.5,2.7,134.8
Danny,Ings,FWD,LIV,5400000,0,9,0.264705882352941,4.90196078431373E-08,1.66666666666667E-06,0,8569,0,0,0,0,0,0,0,1.7,455,-1,0,9,1,0.1,0,0.7,0,0,1,0,1,0.2,7677,0,0,0,0,127,815,0,0,26,West Brom,Stoke,Chelsea,Brighton,,0.1,0.1,0.1,0.1,11
Stephen,Ireland,MID,STK,4500000,1,2,0.0588235294117647,1.30718954248366E-08,4.44444444444444E-07,0,1985,1,4,0,0,0,0,0,0.4,19,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,2255,0,0,0,0,93,15,0,0,4,Burnley,Liverpool,Crystal Palace,Swansea,,0,0,0,0,3
Alex,Iwobi,MID,ARS,5100000,2,72,3.4,6.66666666666667E-07,1.41176470588235E-05,0,213108,1,21,0,0,0,2,0,14.1,1636,-4,0,72,4,0.7,0,3.7,2,0,7,0,5,1,111306,0,0,0,0,1424,11245,0,0,327,West Ham,Man Utd,Burnley,Leicester,Huddersfield,4.1,1.7,6,2.3,137.7
,Izquierdo,MID,BHA,5900000,12,90,2.64705882352941,4.48654037886341E-07,1.52542372881356E-05,0,24546,2,29,0,0,0,5,0,15.3,2149,-1,0,90,1,0.7,0,4,4,0,3,0,4,0.3,40022,0,0,0,1,1727,717,0,0,293,Burnley,Man Utd,Man City,Liverpool,,0,1.8,3.3,1.3,118.9
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,13,0,0,0,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0
Phil,Jagielka,DEF,EVE,4700000,2,44,2.1,4.46808510638298E-07,9.36170212765957E-06,0,357621,2,35,0,0,0,0,0,9.4,763,-3,0,44,3,0.6,0,3,4,0,4,0,0,2.7,120850,0,0,0,1,1714,5111,0,0,331,Newcastle,Huddersfield,Southampton,West Ham,,1.7,1.2,2.1,1.6,53.5
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0,0,0,0,9960,0,0,0,0,0,0,0,0,82,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1720,0,0,0,0,0,20,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0,0
Matty,James,MID,LEI,4400000,0,26,2,4.54545454545455E-07,5.90909090909091E-06,0,28279,2,15,0,0,0,0,0,5.9,130,-1,0,26,1,0,0,0,0,0,4,0,0,0.2,19930,0,0,0,0,991,8,0,0,121,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3482,0,0,0,0,0,99,0,0,0,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,1,55,2.6,5.41666666666667E-07,1.14583333333333E-05,0,43512,3,35,0,0,0,3,0,11.5,948,-2,0,55,2,0.2,0,1,3,0,2,0,1,0.6,56924,0,0,0,2,1638,1230,0,0,308,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.7,2,2.4,1.7,84.8
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,9043,0,0,0,0,0,0,0,0.1,7,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,988,0,0,0,0,1,1,0,0,2,Watford,West Brom,Newcastle,Leicester,,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,13647,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.2,745,0,0,0,0,0,1,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
,Jese,MID,STK,5400000,0,31,0.911764705882353,1.68845315904139E-07,5.74074074074074E-06,0,589777,0,17,0,0,0,1,0,5.7,173,-6,0,31,6,0,0,0,2,0,1,0,1,2,579474,0,0,0,1,609,71,0,0,93,Burnley,Liverpool,Crystal Palace,Swansea,,0.5,0.5,0.5,0.5,40.8
,Jesus,FWD,MCI,10200000,9,101,4.2,4.11764705882353E-07,9.90196078431373E-06,0,2376937,5,10,0,0,0,10,0,10.1,4850,-3,-2,101,3,0.6,1,5.7,14,0,7,0,6,14.2,2423666,0,0,0,2,1288,358712,2,0,353,Swansea,West Ham,Huddersfield,Brighton,Southampton,4.9,4.3,11.1,4.9,163.5
,Joao Mario,MID,WHU,6000000,2,28,0.848484848484849,1.41414141414141E-07,4.66666666666667E-06,0,14256,0,12,0,0,0,1,0,4.7,646,-5,0,28,5,0.8,0,4.7,2,0,2,0,1,0.1,21120,0,0,0,1,667,875,0,0,108,Arsenal,Man City,Leicester,Man Utd,Everton,0.4,0.4,0.8,0.5,41
,Joel Pereira,GLK,MUN,3900000,0,0,0,0,0,0,195036,0,0,0,0,0,0,0,0,3490,-1,0,0,1,0,0,0,0,0,0,0,0,4.3,413463,0,0,0,0,0,1647,0,0,0,Arsenal,Brighton,West Ham,Watford,,0,0,0,0,0
Ben,Johnson,MID,WHU,4400000,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,32,-1,0,0,1,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,58,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,3,0.0882352941176471,2.15208034433286E-08,7.31707317073171E-07,0,35930,2,13,0,0,0,0,0,0.7,528,-4,0,3,4,0,0,0,0,0,0,0,0,0.3,12007,0,0,0,0,412,88,0,0,58,Burnley,Liverpool,Crystal Palace,Swansea,,0,0,0,0,16.2
Curtis,Jones,MID,LIV,4500000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,32,0,0,0,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,0
Phil,Jones,DEF,MUN,5500000,8,109,5,9.09090909090909E-07,1.98181818181818E-05,0,1929128,2,11,0,0,0,0,0,19.8,9568,5,0,109,-5,0.4,0,2,18,0,14,0,0,5.3,2058924,1,0,0,2,1883,2309,0,0,524,Arsenal,Brighton,West Ham,Watford,,0,7.3,11.3,7.4,52
,Jordan Ayew,FWD,SWA,5300000,7,98,3.2,6.0377358490566E-07,1.84905660377358E-05,0,1115860,2,39,0,0,0,7,0,18.5,7072,3,0,98,-3,0.4,0,2.3,12,0,7,0,2,6.2,1307759,0,0,0,0,2400,14802,0,1,362,Man City,Chelsea,Bournemouth,Southampton,Stoke,2.7,2.8,6.8,4,161
,Joselu,FWD,NEW,5500000,1,66,2,3.63636363636364E-07,1.2E-05,0,171044,2,25,0,0,0,4,0,12,376,0,0,66,0,0.1,1,0.7,5,0,5,0,1,0.4,171617,0,0,0,0,1635,302,0,0,217,Everton,West Brom,Watford,Tottenham,Chelsea,1.2,2,2.4,1.3,103.8
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.45454545454545E-07,1.31818181818182E-05,0,185853,4,40,0,0,0,2,0,13.2,424,-1,0,58,1,0,0,0,1,0,5,0,0,0.5,202575,1,0,0,1,2039,263,0,0,355,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.4,1.7,2.1,1.5,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,3.5,8.33333333333333E-07,1.66666666666667E-06,0,23420,0,3,0,0,0,0,0,1.7,36,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3565,0,0,0,0,151,17,0,0,35,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,5
Elias,Kachunga,MID,HUD,5700000,0,46,2.4,4.21052631578947E-07,8.07017543859649E-06,0,27082,1,23,0,0,0,1,0,8.1,23,-3,0,46,3,0.1,0,0.3,0,0,6,0,1,0.1,14097,0,0,0,0,1327,3,0,0,151,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,54.5
Sullay,Kaikai,MID,CRY,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,12157,0,0,0,0,0,0,0,0.2,12,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13265,0,0,0,0,13,0,0,0,5,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12900000,10,191,5.8,4.49612403100775E-07,1.48062015503876E-05,0,5051381,5,29,0,0,0,25,0,14.8,177969,4,0,191,-4,0.2,1,3,29,0,13,0,2,29.7,4862665,0,0,0,7,2714,32333,0,0,671,Watford,West Brom,Newcastle,Leicester,,0,8.4,15.2,8.2,370.4
N'Golo,Kante,MID,CHE,4900000,4,91,3,6.12244897959184E-07,1.85714285714286E-05,0,1192931,3,28,0,0,0,1,0,18.6,13586,-1,0,91,1,0.5,0,2.3,9,0,14,0,2,11.5,800003,0,0,0,0,2634,2464,0,0,591,Swansea,Liverpool,Huddersfield,Newcastle,,0,2.4,5.8,2.4,138.4
Loris,Karius,GLK,LIV,4900000,6,71,2.08823529411765,4.26170468187275E-07,1.44897959183673E-05,0,38726,1,11,0,22,0,0,0,14.5,2589,-1,0,71,1,0.9,0,4.3,5,0,8,0,0,1.9,118102,0,0,1,0,1350,21416,0,0,290,West Brom,Stoke,Chelsea,Brighton,,1.2,2.1,1.4,2.3,20
Orestis,Karnezis,GLK,WAT,4500000,2,38,1.11764705882353,2.48366013071895E-07,8.44444444444444E-06,0,5974,0,21,0,31,0,0,0,8.4,389,0,0,38,0,0.4,0,1.7,5,0,3,0,0,0.2,16516,0,0,0,0,1021,1555,0,0,199,Crystal Palace,Tottenham,Newcastle,Man Utd,,1.2,0.6,0.6,0.6,22.6
Beram,Kayal,MID,BHA,4400000,3,19,0.558823529411765,1.27005347593583E-07,4.31818181818182E-06,0,6339,2,11,0,0,0,0,0,4.3,43,-1,0,19,1,0.3,0,1.3,0,0,0,0,0,0.1,3462,0,0,0,0,566,23,0,0,89,Burnley,Man Utd,Man City,Liverpool,,0,0.3,0.6,0.3,23
Michael,Keane,DEF,EVE,5300000,2,64,2.5,4.71698113207547E-07,1.20754716981132E-05,0,572828,2,42,0,0,0,0,0,12.1,1435,-2,0,64,2,0.6,0,3.3,8,0,5,0,1,5.2,183285,0,0,0,0,2199,9832,0,0,430,Newcastle,Huddersfield,Southampton,West Ham,,2.3,1.6,2.7,2.1,75.3
Martin,Kelly,DEF,CRY,4200000,0,33,0.970588235294118,2.3109243697479E-07,7.85714285714286E-06,0,72414,1,20,0,0,0,0,0,7.9,1731,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.6,93671,1,0,0,0,1143,215,0,0,182,Watford,Leicester,Stoke,West Brom,,0.5,0.5,0.5,0.5,32.6
,Kenedy,MID,NEW,4800000,2,44,1.33333333333333,2.77777777777778E-07,9.16666666666667E-06,0,55700,0,4,0,0,0,2,0,9.2,4421,-2,0,44,2,0.8,0,3.7,5,0,6,0,2,2.6,206428,0,0,0,1,683,12892,0,0,135,Everton,West Brom,Watford,Tottenham,Chelsea,0.7,1,1.4,0.7,55.4
Jonjoe,Kenny,DEF,EVE,4000000,0,50,1.47058823529412,3.67647058823529E-07,1.25E-05,0,389094,2,31,0,0,0,0,0,12.5,7792,-5,0,50,5,0,0,0,2,0,5,0,2,2.2,493830,0,0,0,1,1589,2844,0,0,309,Newcastle,Huddersfield,Southampton,West Ham,,1,0.7,1.2,0.9,59.5
,Ki Sung-yueng,MID,SWA,4700000,2,66,3.1,6.59574468085106E-07,1.40425531914894E-05,0,65503,1,22,0,0,0,2,0,13.8,5512,-3,1,66,3,0.3,0,1.3,9,0,5,0,2,1,121839,0,0,0,1,1544,289,-1,0,287,Man City,Chelsea,Bournemouth,Southampton,Stoke,1.6,2.8,5.6,3.1,68.6
,Kiko Femenia,DEF,WAT,4300000,1,63,1.85294117647059,4.30916552667579E-07,1.46511627906977E-05,0,479089,2,32,0,0,0,1,0,14.7,1474,-2,0,63,2,0.8,0,3.3,9,0,5,0,1,1.7,516902,0,0,0,1,1626,5389,0,0,375,Crystal Palace,Tottenham,Newcastle,Man Utd,,2.4,1.1,1.4,0.9,72.6
Andy,King,MID,SWA,4200000,2,40,1.21212121212121,2.88600288600289E-07,9.52380952380952E-06,0,393529,1,17,0,0,0,2,0,9.5,5524,-3,0,40,3,0.5,0,2,1,0,1,0,1,3.5,528676,0,0,0,0,944,2538,0,0,164,Man City,Chelsea,Bournemouth,Southampton,Stoke,0.6,0.6,1.3,0.7,38.1
Joshua,King,FWD,BOU,7000000,4,95,3.2,4.57142857142857E-07,1.35714285714286E-05,0,371073,2,35,0,0,0,6,0,13.6,11147,-5,0,95,5,0.6,0,4.5,8,0,6,0,4,1.8,163651,0,0,0,0,2180,1822,0,0,325,Southampton,Swansea,Burnley,,,0,3.2,3.4,2.9,175.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,0,0,0,0
Nya,Kirby,MID,CRY,4500000,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,5,0,0,0,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,5,0.147058823529412,2.13128729752771E-08,7.2463768115942E-07,0,83513,0,4,0,0,0,0,0,0.7,46,-6,0,5,6,0,0,0,0,0,0,0,0,0.4,6218,0,0,0,0,193,47,0,0,13,Newcastle,Huddersfield,Southampton,West Ham,,0.1,0.1,0.1,0.1,4.9
Ragnar,Klavan,DEF,LIV,4100000,1,69,2.02941176470588,4.94978479196557E-07,1.68292682926829E-05,0,274017,0,13,0,0,0,1,0,16.8,2677,-4,0,69,4,0.6,0,2.3,7,0,7,0,0,1.6,316327,0,0,0,2,1269,5006,0,0,331,West Brom,Stoke,Chelsea,Brighton,,1.1,2.1,1.4,2.2,39.8
Anthony,Knockaert,MID,BHA,5500000,3,78,2.7,4.90909090909091E-07,1.41818181818182E-05,0,123077,4,22,0,0,0,3,0,14.2,356,-5,0,78,5,0.1,0,0.8,6,0,9,0,1,0.5,51556,0,0,0,0,2055,106,0,1,333,Burnley,Man Utd,Man City,Liverpool,,0,1.9,3.5,1.4,131.6
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,2,0,0,0,Swansea,West Ham,Huddersfield,Brighton,Southampton,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5800000,0,87,2.63636363636364,4.54545454545455E-07,1.5E-05,0,1166195,3,26,0,0,0,1,0,15,1522,-2,0,87,2,0.1,0,0.3,6,0,8,0,4,6.2,828132,0,0,0,1,1836,1100,0,0,423,West Ham,Man Utd,Burnley,Leicester,Huddersfield,3.5,1.4,4.1,1.6,101.6
Vincent,Kompany,DEF,MCI,5800000,6,52,3.5,6.03448275862069E-07,8.96551724137931E-06,0,278523,6,10,0,0,0,1,0,9,1554,-2,0,52,2,0.8,0,4.7,2,0,5,0,1,3.3,143018,0,0,0,0,1214,50785,0,0,287,Swansea,West Ham,Huddersfield,Brighton,Southampton,3.8,3.9,8.7,3.9,52
Terence,Kongolo,DEF,HUD,4400000,6,19,0.558823529411765,1.27005347593583E-07,4.31818181818182E-06,0,2623,0,10,0,0,0,0,0,4.3,156,-1,0,19,1,0.9,0,4,2,0,1,0,0,0,4130,0,0,0,0,687,265,0,0,118,Everton,Man City,Chelsea,Arsenal,,0,0.3,0.6,0.3,24.7
Laurent,Koscielny,DEF,ARS,6000000,0,98,4.1,6.83333333333333E-07,1.63333333333333E-05,0,185848,4,31,0,0,0,2,0,16.3,2203,0,0,98,0,0,0,0,16,0,9,0,0,1.7,204333,0,0,0,3,2135,4218,0,0,538,West Ham,Man Utd,Burnley,Leicester,Huddersfield,6.1,3,8.1,3.2,92.7
Cheikhou,Kouyate,MID,WHU,5000000,1,74,2.6,5.2E-07,1.48E-05,0,66215,5,47,0,0,0,2,0,14.8,372,0,0,74,0,0.6,0,3,2,0,5,0,3,0.3,77562,0,0,0,0,2348,540,0,0,310,Arsenal,Man City,Leicester,Man Utd,Everton,1.3,1.5,3.7,3.1,91.4
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,39313,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0.7,69387,0,0,0,0,0,95,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,4700000,1,53,1.55882352941176,3.31664580725907E-07,1.12765957446809E-05,0,28384,2,30,0,0,0,0,0,11.3,72,-3,0,53,3,0.1,0,0.7,4,0,3,0,3,0.1,32129,0,0,0,0,1557,24,0,0,245,Liverpool,Newcastle,Tottenham,Crystal Palace,,0.8,0.8,0.8,0.8,56.9
Alexandre,Lacazette,FWD,ARS,10200000,8,113,3.9,3.82352941176471E-07,1.1078431372549E-05,0,1786356,1,27,0,0,0,11,0,11.1,2215,-3,0,113,3,0.5,0,4.7,7,0,8,0,4,7.3,1272989,0,0,0,1,1946,39665,0,0,437,West Ham,Man Utd,Burnley,Leicester,Huddersfield,5.2,2.6,8.1,3.1,223
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,160170,0,1,0,0,0,0,0,0.2,952,0,0,1,0,0,0,0,0,0,0,0,0,1,208516,0,0,0,0,16,22,0,0,3,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0.2
Adam,Lallana,MID,LIV,7300000,0,12,1.1,1.50684931506849E-07,1.64383561643836E-06,0,41524,1,1,0,0,0,0,0,1.6,85,-2,0,12,2,0,0,0.3,0,0,1,0,0,0.3,9539,0,0,0,0,218,15,0,0,33,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,25.5
Erik,Lamela,MID,TOT,6300000,3,35,1.02941176470588,1.63398692810457E-07,5.55555555555556E-06,0,17191,3,8,0,0,0,0,0,5.6,793,-2,0,35,2,0.2,0,1.5,0,0,3,0,3,0.1,18062,0,0,0,0,650,266,0,0,119,Watford,West Brom,Newcastle,Leicester,,0,0.5,1,0.5,62.9
Manuel,Lanzini,MID,WHU,6600000,1,79,3.6,5.45454545454545E-07,1.1969696969697E-05,0,244071,4,36,0,0,0,3,0,12,321,-4,0,79,4,0,1,0.3,8,0,4,0,6,0.7,238860,0,0,0,2,1695,878,0,0,369,Arsenal,Man City,Leicester,Man Utd,Everton,2.3,2.6,6.2,4.8,137.7
Aymeric,Laporte,DEF,MCI,5100000,2,18,0.545454545454545,1.06951871657754E-07,3.52941176470588E-06,0,93215,1,3,0,0,0,0,0,3.5,1629,-4,0,18,4,0.3,0,1.3,1,0,2,0,0,1,144743,0,0,0,0,446,9959,0,0,106,Swansea,West Ham,Huddersfield,Brighton,Southampton,0.3,0.3,0.6,0.3,12.1
Jamaal,Lascelles,DEF,NEW,4800000,2,103,3.7,7.70833333333333E-07,2.14583333333333E-05,0,816006,5,26,0,0,0,3,0,21.5,6044,3,0,103,-3,0.6,0,2.7,9,0,8,0,0,9.6,1232354,0,0,0,2,2477,46899,0,0,477,Everton,West Brom,Watford,Tottenham,Chelsea,2.6,4.3,7.4,4.5,96.3
,Lee Chung-yong,MID,CRY,4200000,0,6,0.176470588235294,4.20168067226891E-08,1.42857142857143E-06,0,45704,0,3,0,0,0,0,0,1.4,397,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,48161,0,0,0,0,122,278,0,0,17,Watford,Leicester,Stoke,West Brom,,0.1,0.1,0.1,0.1,4.4
