FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,140,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,2,25,2.5,3.96825396825397E-07,3.96825396825397E-06,0,51987,1,9,0,0,0,2,0,4,1178,-2,0,25,2,0.3,0,1.8,1,0,0,0,1,0.5,32136,0,0,0,0,427,2985,0,0,95,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,2.2,2.5,2.5,2.4,2,1.6,2.3,1.7,2.2,3,1.2,2.3,2.5,2.2,1.5,2,1.9,1.6,2.1,2.3,2,2.1,1.6,37
Jermain,Defoe,FWD,BOU,7600000,1,25,2.1,2.76315789473684E-07,3.28947368421053E-06,0,187651,1,9,0,0,0,1,0,3.3,1555,-4,0,25,4,0.2,0,1.3,1,0,2,0,1,1.5,37217,0,0,0,0,599,522,0,0,77,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,1.6,1,1.8,1.4,2.2,2.3,1.6,1.8,1.5,1.2,2.2,1.3,2,1.4,1.5,2.1,1.8,2.2,1.2,1.8,1.6,1.6,1.4,36.3
Steven,Defour,MID,BUR,5400000,2,38,2.5,4.62962962962963E-07,7.03703703703704E-06,0,21280,3,9,0,0,0,0,0,7,446,-1,1,38,1,0.5,0,2.5,0,0,8,0,1,0.3,16593,0,0,0,0,1235,279,-1,0,205,Watford,Stoke,Brighton,Tottenham,Man Utd,1.5,1.9,1.6,1.9,1.2,1.7,1.8,1.8,1.9,2,1.2,2.5,1.9,2.9,1.9,1.7,1.8,2,2.2,1.7,1.9,1.3,2.3,42.8
Damien,Delaney,DEF,CRY,4200000,0,0,0,0,0,0,20483,0,4,0,0,0,0,0,0,964,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2810,0,0,0,0,90,26,0,0,19,Bournemouth,Watford,Leicester,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fabian,Delph,MID,MCI,4500000,2,30,2,4.44444444444444E-07,6.66666666666667E-06,0,61318,0,8,0,0,0,1,0,6.7,5904,0,0,30,0,0.5,0,2.3,0,0,3,0,1,0.9,91455,0,0,0,0,830,4149,0,0,207,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,1.8,1.2,1.5,1.4,1.3,1,1,1.6,1.5,1.3,1.4,1,1.1,1.3,1.2,1.5,1.3,1.1,1.7,1.4,1.9,1.4,38.9
Mousa,Dembele,MID,TOT,4900000,5,20,1.33333333333333,2.72108843537415E-07,4.08163265306122E-06,0,146577,0,9,0,0,0,0,0,4.1,1638,-1,0,20,1,0.5,0,2.5,3,0,1,0,0,1.6,71501,0,0,0,0,609,2359,0,0,135,Stoke,Brighton,Man City,Burnley,Southampton,0.7,0.7,0.7,0.7,0.7,0,1.9,1.2,0.7,0.7,0.7,0.9,0.7,1.1,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.8,25.6
Laurent,Depoitre,FWD,HUD,5200000,2,36,3,5.76923076923077E-07,6.92307692307692E-06,0,37705,0,19,0,0,0,2,0,6.9,3086,-3,0,36,3,0.3,0,1.8,6,0,3,0,0,0.6,54818,0,0,0,0,902,3963,0,0,106,Brighton,Chelsea,Watford,Southampton,Stoke,3.6,2.5,2.5,2.1,4.1,3.1,1.9,4,2.8,3.5,1.5,3.5,2.2,1.7,3.2,4,2.1,2.1,2.9,1.6,4.1,2,3.5,42.7
Mohamed,Diame,MID,NEW,4600000,2,13,0.866666666666667,1.88405797101449E-07,2.82608695652174E-06,0,11942,0,7,0,0,0,0,0,2.8,197,-4,1,13,4,0.3,0,1.3,0,0,0,0,0,0.1,2652,0,0,0,0,309,102,-1,0,51,Leicester,Everton,Arsenal,West Ham,Man City,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,12.8
Brahim,Diaz,MID,MCI,4700000,0,0,0,0,0,0,3472,0,0,0,0,0,0,0,0,70,-3,0,0,3,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,38,0,0,0,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4800000,2,32,2.1,4.375E-07,6.66666666666667E-06,0,187879,3,11,0,0,0,0,0,6.7,6718,-2,0,32,2,0.4,0,1.8,0,0,6,0,0,2.6,109298,0,0,0,0,1246,2721,0,0,183,Stoke,Brighton,Man City,Burnley,Southampton,1.5,1.5,1,1.3,1.5,0,3.9,2.4,1.4,1.5,1,1.9,1.3,2.3,1.5,1.9,1.3,1.2,1,1.1,1.1,1.3,1.7,53.4
Mame Biram,Diouf,FWD,STK,5600000,7,54,3.9,6.96428571428571E-07,9.64285714285714E-06,0,209010,1,28,0,0,0,4,0,9.6,21013,1,-1,54,-1,0.6,0,3.3,5,0,2,0,2,5.5,460508,0,0,0,0,1238,35102,1,0,219,Tottenham,Burnley,West Ham,West Brom,Huddersfield,3.4,3.7,5.2,5,3.6,3.3,4.8,2.9,5.3,3.7,4.1,4.6,3.8,4.1,3.9,5.3,2.7,4,4,4,3.4,5.2,4,78.5
Abdoulaye,Doucoure,MID,WAT,5400000,2,67,4.5,8.33333333333333E-07,1.24074074074074E-05,0,630888,4,26,0,0,0,5,0,12.4,42151,4,0,67,-4,0.7,0,3.8,11,0,5,0,0,15.9,1351718,0,0,0,1,1350,47721,0,0,313,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,5.2,5.1,5.6,4.7,4.4,5.1,3.9,4,4.9,5,3.6,5.2,5.8,4.7,4.1,3.8,4.7,4.1,5,4.8,4.6,4.9,3.5,85.6
Aleksandar,Dragovic,DEF,LEI,4900000,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,52,0,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,4800000,2,8,0.533333333333333,1.11111111111111E-07,1.66666666666667E-06,0,15856,0,2,0,0,0,0,0,1.7,557,-2,0,8,2,0.3,0,1.5,0,0,0,0,0,0.2,7967,0,0,0,0,217,738,0,0,35,West Ham,Huddersfield,Southampton,Everton,Brighton,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.7
Shane,Duffy,DEF,BHA,4600000,3,51,3.4,7.39130434782609E-07,1.10869565217391E-05,0,62594,4,18,0,0,0,0,0,11.1,5330,1,0,51,-1,0.6,0,2.8,5,0,6,0,1,3.3,203312,0,0,0,1,1332,22397,0,0,268,Huddersfield,Tottenham,Burnley,Watford,Chelsea,3.3,3.3,3.8,3.6,3.4,3,3.5,3.4,3.5,3.4,4.7,3.3,3.3,4.1,2.1,2.7,3.5,4.9,4.1,3.9,3.3,3.9,2.8,62.4
Paul,Dummett,DEF,NEW,4200000,0,1,0.0666666666666667,1.58730158730159E-08,2.38095238095238E-07,0,36079,0,0,0,0,0,0,0,0.2,220,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,1298,0,0,0,0,7,78,0,0,4,Leicester,Everton,Arsenal,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Lewis,Dunk,DEF,BHA,4400000,-2,34,2.3,5.22727272727273E-07,7.72727272727273E-06,0,84584,3,19,0,0,0,0,0,7.7,7482,-1,0,34,1,0.2,0,1,0,0,5,0,0,2.6,137643,3,0,0,0,1350,11762,0,0,232,Huddersfield,Tottenham,Burnley,Watford,Chelsea,1.8,1.8,2.1,2,1.9,1.6,1.9,1.9,1.9,1.9,2.8,1.8,1.8,2.3,1.2,1.4,1.9,2.9,2.8,2.2,1.8,2.2,1.5,60.5
Nathan,Dyer,MID,SWA,4400000,0,6,0.4,9.09090909090909E-08,1.36363636363636E-06,0,6003,1,3,0,0,0,0,0,1.4,402,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,0.1,7998,0,0,0,0,236,186,0,0,25,West Brom,Man City,Everton,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.4
,Ederson,GLK,MCI,5500000,3,55,3.7,6.72727272727273E-07,1E-05,0,173558,0,10,0,20,0,0,0,10,14623,0,0,55,0,0.6,0,3.3,2,0,6,0,0,5,170855,0,0,0,0,1305,2816,0,0,244,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,2.8,3.8,4.2,3.7,3.7,4.7,3.9,3.5,4,4.5,4.1,3.7,3,3.7,4,4.5,2.6,4.1,4,3.5,4.3,5.2,4.1,17.6
,Eduardo,GLK,CHE,4800000,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,0,65,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,715,0,0,0,0,0,12,0,0,0,West Ham,Huddersfield,Southampton,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,Edwards,DEF,STK,4000000,0,0,0,0,0,0,1257,0,3,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,0,0,52,236,0,0,12,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Robert,Elliot,GLK,NEW,4200000,0,42,3.2,7.61904761904762E-07,1E-05,0,284737,0,17,0,31,0,0,0,10,47201,2,0,42,-2,0.1,0,0.5,2,0,3,0,0,25.1,735303,0,0,0,2,1170,7531,0,0,212,Leicester,Everton,Arsenal,West Ham,Man City,3.3,3.2,2.1,3.1,2.6,4,2.9,3.1,2.3,3.5,3.7,3.6,2.6,2.5,3.4,2.9,4.6,2.3,3.9,1.8,4,3.8,3.3,25
Mohamed,Elneny,MID,ARS,4300000,0,11,0.733333333333333,1.70542635658915E-07,2.55813953488372E-06,0,206458,1,5,0,0,0,0,0,2.6,7151,-2,0,11,2,0,0,0,0,0,1,0,1,2.5,165433,0,0,0,0,263,4852,0,0,54,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.8
Christian,Eriksen,MID,TOT,9300000,8,77,5.1,5.48387096774194E-07,8.27956989247312E-06,0,1280511,0,11,0,0,0,3,0,8.3,55968,-2,0,77,2,0.4,0,3.5,13,0,7,0,4,15.1,1182602,0,0,0,2,1242,24614,0,0,297,Stoke,Brighton,Man City,Burnley,Southampton,5.9,5.8,3.9,5.3,5.9,0,13.8,7.6,5.5,5.9,3.8,6.8,5.2,7.5,5.8,6.8,5.2,5.1,4.2,4.8,4.9,5.2,6.4,127.3
Jonny,Evans,DEF,WBA,4900000,6,25,2.1,4.28571428571429E-07,5.10204081632653E-06,0,44258,3,19,0,0,0,1,0,5.1,1018,-1,0,25,1,0.4,0,1.8,0,0,2,0,0,0.8,39337,1,0,0,0,1021,2146,0,0,197,Swansea,Liverpool,Man Utd,Stoke,Everton,1.3,1.2,2,1.4,1.7,2.1,1.6,2.2,1,1.1,1.8,1.5,2.6,2,1.7,1.3,1.9,1.6,1,2,1.3,2,2.4,30.8
Lukasz,Fabianski,GLK,SWA,4600000,1,63,4.2,9.1304347826087E-07,1.3695652173913E-05,0,174679,0,18,0,61,0,0,0,13.7,9020,1,0,63,-1,1,0,4.5,5,0,5,0,0,8.5,377845,0,0,0,2,1350,24413,0,0,314,West Brom,Man City,Everton,Crystal Palace,Liverpool,5.4,3.6,3.2,6,4.2,5.9,5.1,4.4,5.1,5.3,3.9,4.9,5.2,6,4.8,4.7,3.4,4.9,4.5,4,4.5,4.4,4.8,42.6
Cesc,Fabregas,MID,CHE,6900000,2,45,3.2,4.63768115942029E-07,6.52173913043478E-06,0,545616,1,10,0,0,0,1,0,6.5,20339,-1,0,45,1,0.5,0,3.5,3,0,6,0,3,4.8,360121,0,0,0,1,1046,14422,0,1,261,West Ham,Huddersfield,Southampton,Everton,Brighton,2.9,2.8,2.7,3.1,2.6,2.7,2.1,3,2.6,3.2,3.1,3.1,1.8,2,3.3,2.9,2.6,3.6,3,3.8,3.7,2.5,3.1,116.4
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,113637,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,2.6,12351,0,0,0,0,0,107,0,0,0,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,4800000,0,32,2.13333333333333,4.44444444444444E-07,6.66666666666667E-06,0,184569,1,0,0,0,0,3,0,6.5,6443,-2,1,32,2,0.1,0,0.5,3,0,3,0,0,0.9,188586,0,0,0,1,373,273,-1,0,110,Man City,Bournemouth,West Brom,Leicester,Burnley,0,0,1.1,1.1,1.8,1.8,1.2,1.8,1.1,1.1,2.5,1.1,1.6,1.1,1.6,1.1,2.3,1.1,2.1,1.2,2.2,1.1,1.4,43.7
Leroy,Fer,MID,SWA,5300000,2,26,1.9,3.58490566037736E-07,4.90566037735849E-06,0,35515,4,16,0,0,0,0,0,4.9,480,-2,0,26,2,0.3,0,1.5,0,0,3,0,1,0.2,16317,0,0,0,0,996,152,0,0,132,West Brom,Man City,Everton,Crystal Palace,Liverpool,1.4,1,1.3,1.5,1,1.3,1.1,1.3,1.1,1.5,1.1,1.2,1,1.7,1.1,1.2,1,1.2,1.9,1,1,1.4,1.2,38.5
Edimilson,Fernandes,MID,WHU,4400000,2,9,0.6,1.36363636363636E-07,2.04545454545455E-06,0,13597,1,13,0,0,0,0,0,2,306,-1,0,9,1,0.1,0,0.5,0,0,0,0,0,0.2,6261,0,0,0,0,412,144,0,0,44,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.3,0.3,0.3,0.3,0.3,0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,10.6
Federico,Fernandez,DEF,SWA,4500000,0,37,3.1,6.88888888888889E-07,8.22222222222222E-06,0,163928,1,15,0,0,0,0,0,8.2,11819,0,0,37,0,0.1,0,0.3,6,0,4,0,0,2,172939,1,0,0,0,1080,44,0,0,219,West Brom,Man City,Everton,Crystal Palace,Liverpool,0,2.2,1.9,4.4,2.6,3.9,3.3,2.8,3.3,3.5,2.4,3.1,3.4,4,3.1,3,2.1,3.1,2.8,2.5,2.9,2.8,3.1,35.2
,Fernandinho,MID,MCI,5200000,1,54,3.6,6.92307692307692E-07,1.03846153846154E-05,0,319323,4,9,0,0,0,2,0,10.4,47009,2,0,54,-2,0.3,0,1.8,3,0,7,0,3,7.2,561993,0,0,0,1,1234,9027,0,0,264,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,2.1,4.4,3.2,3.8,3.6,3.3,2.5,2.4,4,3.8,3.4,3.6,2.6,2.9,3.3,3.2,3.7,3.3,3,4.1,3.5,4.5,3.5,76.6
,Fernando,MID,MCI,4500000,0,0,0,0,0,0,4191,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,13,0,0,0,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4500000,2,20,1.33333333333333,2.96296296296296E-07,4.44444444444444E-06,0,15381,1,2,0,0,0,1,0,4.4,927,0,0,20,0,0.8,0,3.5,2,0,4,0,0,0.2,20447,0,0,0,0,393,1747,0,0,63,Swansea,Liverpool,Man Utd,Stoke,Everton,0.8,0.7,0.7,0.7,1.2,0.9,0.7,0.7,0.7,0.7,0.7,0.7,1.2,0.7,0.8,0.7,0.8,1,0.7,0.7,0.7,0.7,0.7,18.9
Roberto,Firmino,FWD,LIV,8500000,13,67,4.8,5.64705882352941E-07,7.88235294117647E-06,0,1666591,0,13,0,0,0,5,0,8,17857,0,-1,67,0,0.6,0,5,11,0,6,0,3,20.3,1536821,0,0,0,2,1051,215447,1,0,285,Everton,West Brom,Bournemouth,Arsenal,Swansea,7.2,6.9,5,3.3,5.9,6.5,4.5,5.6,4.9,4.4,5.8,5,7.1,6.7,3.5,5.5,5.2,4.8,6.4,5.1,6.9,4,6.5,115.1
Jon,Flanagan,DEF,LIV,4400000,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,60,-1,0,0,1,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,35,0,0,0,Everton,West Brom,Bournemouth,Arsenal,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0,0,0,0,30534,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5130,0,0,0,0,0,161,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Fletcher,MID,STK,4900000,2,40,2.7,5.51020408163265E-07,8.16326530612245E-06,0,42495,0,30,0,0,0,1,0,8.2,2072,-1,0,40,1,0.4,0,2,3,0,2,0,0,0.6,24788,0,0,0,1,1323,316,0,0,200,Tottenham,Burnley,West Ham,West Brom,Huddersfield,1.8,2,2.9,2.6,2,2,2.7,1.4,3.2,1.7,2.3,2.1,1.9,2.1,1.4,3.3,1.5,2.1,2.1,2.3,1.4,2.7,2.8,52.7
Phil,Foden,MID,MCI,4700000,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,41,-3,0,0,3,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,28,0,0,0,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Fonte,DEF,WHU,4800000,0,34,2.26666666666667,4.72222222222222E-07,7.08333333333333E-06,0,136646,0,11,0,0,0,0,0,7.1,4002,-2,0,34,2,0,0,0,3,0,3,0,2,1.1,76613,0,0,0,0,688,21,0,0,156,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,4.1,1.5,2.1,3.4,1.7,2.1,1.3,1.4,2.2,2.3,2.1,1.6,2.2,1.1,1.6,1.1,2,33.4
Fraser,Forster,GLK,SOU,5000000,3,63,4.2,8.4E-07,1.26E-05,0,292535,0,18,0,49,0,0,0,12.6,17832,0,0,63,0,0.6,0,3,6,0,4,0,0,7.8,338905,0,0,1,1,1350,3883,0,0,273,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,5.3,4.5,4.9,6.2,4.7,3.4,6,5.9,5.1,5.4,4.9,5,4.8,4.8,4.4,4.5,5.1,3.6,4.5,3.9,4.5,3.2,3.6,35.7
Ben,Foster,GLK,WBA,4400000,6,42,3,6.81818181818182E-07,9.54545454545455E-06,0,461156,2,20,0,33,0,0,0,9.5,11207,-1,0,42,1,0.6,0,2.8,1,0,4,0,0,10.9,307709,0,0,0,0,1260,6789,0,0,225,Swansea,Liverpool,Man Utd,Stoke,Everton,2.4,2.2,3.3,2.6,3,3.6,2.8,3.7,1.6,2,3.1,2.7,4.2,3.4,3,2.3,3.2,2.8,1.7,3.4,2.3,3.4,3.5,23.4
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,12,0.8,1.81818181818182E-07,2.72727272727273E-06,0,72947,0,15,0,0,0,0,0,2.7,1493,-1,0,12,1,0,0,0,0,0,0,0,0,0.9,29783,0,0,0,0,701,347,0,0,130,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,21.1
Juan,Foyth,DEF,TOT,4500000,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,209,0,0,0,Stoke,Brighton,Man City,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4400000,2,23,1.9,4.31818181818182E-07,5.22727272727273E-06,0,126362,3,11,0,0,0,0,0,5.2,2478,-1,0,23,1,0.1,0,0.3,1,0,2,0,0,1.2,46742,0,0,0,0,982,2187,0,1,177,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,2.3,1,1.6,1,2.1,1.4,1.5,1.7,1.5,1.4,1.5,1.3,1.6,1,1.6,1.8,1.9,2.8,1.1,1.6,1.4,1.3,1.4,39.8
Ryan,Fraser,MID,BOU,5100000,10,19,1.26666666666667,2.48366013071895E-07,3.72549019607843E-06,0,58216,0,6,0,0,0,1,0,3.7,440,-4,0,19,4,0.5,0,2.8,3,0,0,0,0,0.3,9254,0,0,0,1,381,1825,0,0,61,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.6,0.6,0.6,0.6,0.9,1.1,0.6,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.9,0.6,23.8
Christian,Fuchs,DEF,LEI,4900000,0,36,3.3,6.73469387755102E-07,7.3469387755102E-06,0,145746,1,15,0,0,0,0,0,7.3,8380,-1,0,36,1,0.2,0,0.8,6,0,3,0,1,2.4,74580,0,0,0,1,990,1479,0,0,193,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,2.7,3.1,4.9,3.8,3.9,2.5,4.8,3.1,3.6,1.9,3.3,2.4,3.7,3.5,3.1,4.1,3.4,3.8,3,3.6,3.8,4.6,3,36.1
Jay,Fulton,MID,SWA,4400000,0,0,0,0,0,0,3142,1,0,0,0,0,0,0,0,102,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3261,0,0,0,0,16,35,0,0,-2,West Brom,Man City,Everton,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,23,0,0,0,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manolo,Gabbiadini,FWD,SOU,6500000,1,36,2.8,4.30769230769231E-07,5.53846153846154E-06,0,451130,1,8,0,0,0,3,0,5.5,10595,-5,0,36,5,0.1,0,0.5,4,0,4,0,0,1.8,243142,0,0,0,1,676,820,0,0,113,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,2.7,2.8,2,3.3,2.1,1.7,3.2,2.9,2.3,2.7,2.6,2.6,2.3,3.2,2.6,2.5,2.5,1.6,1.8,2.4,2.7,2.4,2.2,34.5
,Gabriel,DEF,ARS,5000000,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,5,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gamez,DEF,NEW,4000000,0,9,0.6,1.5E-07,2.25E-06,0,152790,0,0,0,0,0,0,0,2.3,4950,0,0,9,0,0,0,0,2,0,1,0,0,2.7,182812,0,0,0,0,97,1899,0,0,38,Leicester,Everton,Arsenal,West Ham,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,8.4
Dwight,Gayle,FWD,NEW,6100000,6,25,1.66666666666667,2.73224043715847E-07,4.09836065573771E-06,0,107844,1,15,0,0,0,2,0,4.1,1297,-4,0,25,4,0.6,0,3.8,1,0,0,0,0,0.7,29806,0,0,0,0,555,5997,0,0,80,Leicester,Everton,Arsenal,West Ham,Man City,1.4,1.7,0.8,0.9,1,1.3,1.3,1.1,0.9,1.1,1,1.3,1,0.8,1.2,0.8,1.7,0.9,1.3,0.9,1.5,1.2,0.8,40.3
Paulo,Gazzaniga,GLK,TOT,4300000,0,9,0.6,1.3953488372093E-07,2.09302325581395E-06,0,3081,0,0,0,3,0,0,0,2,345,-2,1,9,2,0,0,0,2,0,1,0,0,0.1,5017,0,0,0,0,90,69,-1,0,26,Stoke,Brighton,Man City,Burnley,Southampton,0.3,0.3,0.3,0.3,0.3,0,0.6,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.7
Kieran,Gibbs,DEF,WBA,5000000,6,28,2.3,4.6E-07,5.6E-06,0,19087,1,17,0,0,0,0,0,5.6,756,0,0,28,0,0.6,0,3,0,0,2,0,1,0.4,25989,0,0,0,0,1006,2232,0,0,157,Swansea,Liverpool,Man Utd,Stoke,Everton,1.5,1.4,2.2,1.7,2,2.4,1.9,2.5,1.2,1.3,2.1,1.8,3,2.3,2,1.5,2.2,1.9,1.2,2.3,1.5,2.3,2.7,37.7
