FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,Abraham,FWD,SWA,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Adam,MID,STK,5000000,0,59,4.26784118676211E-27,8.53568237352421E-34,1.18E-05,0,0,7,23,0,0,0,1,0,0,0,0,0,59,0,0,0,0,5,0,6,0,4,0.1,0,0,0,0,0,1491,0,0,0,218,Everton,Arsenal,West Brom,Man Utd,Newcastle,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.7
,Adam Smith,DEF,BOU,5000000,0,104,2.73684210526316,5.47368421052632E-07,2.08E-05,0,0,6,61,0,0,0,1,0,0,0,0,0,104,0,0,0,0,12,0,8,0,5,1.3,0,1,0,0,0,3101,0,0,0,645,West Brom,Watford,Man City,Arsenal,Brighton,2.3,2.5,2.8,2.7,3.9,3.4,2.2,2.1,2.9,2.8,3.4,3.9,2.6,3.1,3.4,2.9,2,2.4,2.3,3.4,3.9,3.4,3.3,2.9,2.2,3.4,3.4,3.9,1.7,2.6,2.8,2,3.4,1.9,2.5,2.8,3.1,2.5,132.1
,Adrian,GLK,WHU,4500000,0,64,4.62952264326737E-27,1.02878280961497E-33,1.42222222222222E-05,0,0,1,25,0,53,0,0,0,0,0,0,0,64,0,0,0,0,6,0,6,0,0,0.6,0,0,0,0,0,1440,0,0,0,311,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7
Ibrahim,Afellay,MID,STK,5000000,0,15,5.42522184757895E-27,1.08504436951579E-33,3E-06,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,63,Everton,Arsenal,West Brom,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
Benik,Afobe,FWD,BOU,6000000,0,88,6.36559363449263E-27,1.06093227241544E-33,1.46666666666667E-05,0,0,1,24,0,0,0,6,0,0,0,0,0,88,0,0,1,0,9,0,5,0,5,0.8,0,0,0,0,0,1458,0,0,0,259,West Brom,Watford,Man City,Arsenal,Brighton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.8
Sergio,Aguero,FWD,MCI,11500000,0,175,4.60526315789474,4.0045766590389E-07,1.52173913043478E-05,0,0,4,30,0,0,0,20,0,0,0,0,0,175,0,0,1,0,32,0,8,0,5,11.2,0,0,0,0,0,2404,0,0,1,640,Brighton,Everton,Bournemouth,Liverpool,Watford,5.7,4.7,4.9,5.3,5.3,6,3.9,6.3,6.3,5.4,5.3,4.8,5.7,5.9,5.8,4.3,5.5,5.8,5.8,5.7,5.1,6.2,4.4,6.5,6.3,5.5,5.7,4.4,4.8,5.4,6.5,3.8,5.3,4.9,6.4,5,6.5,5,323.9
Nathan,Ake,DEF,BOU,5000000,0,55,3.97849602155789E-27,7.95699204311579E-34,1.1E-05,0,0,1,20,0,0,0,3,0,0,0,0,0,55,0,0,0,0,8,0,3,0,1,8.7,0,0,0,0,0,834,0,0,0,267,West Brom,Watford,Man City,Arsenal,Brighton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5
Marc,Albrighton,MID,LEI,5500000,0,95,2.5,4.54545454545455E-07,1.72727272727273E-05,0,0,5,47,0,0,0,2,0,0,0,0,0,95,0,0,0,0,3,0,8,0,6,1.2,0,0,0,0,0,2412,0,0,0,468,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,1.2,3.5,1.4,2,3.1,1.8,1.9,2.2,1.7,2.1,1.9,1.7,1.3,1.6,2.5,3.1,1.7,2.1,1.9,2.1,1.3,3.5,1.5,2.6,1.7,2.2,1.3,2.3,2.4,1.7,1.5,3.1,3.5,2,2.2,1.7,1.7,1.2,147.6
Toby,Alderweireld,DEF,TOT,6000000,0,120,3.15789473684211,5.26315789473684E-07,2E-05,0,0,1,17,0,0,0,1,0,0,0,0,0,120,0,0,0,0,4,0,14,0,0,15.3,0,0,0,0,0,2601,0,0,0,611,Newcastle,Chelsea,Burnley,Everton,Swansea,3.9,3.4,3.7,3.9,3.8,3.6,3.9,2.3,3,2.5,4.1,3.4,3.5,2.1,2.5,4.1,4.5,2.8,3.1,4.1,4.2,3.2,4.5,3.5,3.1,2.4,4,3.5,4.5,1.8,4.5,2.8,3.5,3.5,3.9,3.1,2.8,2.7,108.6
Trent,Alexander-Arnold,DEF,LIV,4500000,0,8,5.78690330408421E-28,1.28597851201871E-34,1.77777777777778E-06,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,167,0,0,0,32,Watford,Crystal Palace,Arsenal,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
Joe,Allen,MID,STK,5500000,0,118,3.10526315789474,5.64593301435407E-07,2.14545454545455E-05,0,0,9,49,0,0,0,6,0,0,0,0,0,118,0,0,0,0,10,0,10,0,3,5.1,0,0,0,0,0,2930,0,0,0,525,Everton,Arsenal,West Brom,Man Utd,Newcastle,2.4,2.2,2.4,2.7,3.9,2.8,3,1.9,3.3,3,3.2,3.9,2.4,2.5,3.1,1.7,2.8,2.4,3,3.9,2.2,4.4,2.1,4.4,3.6,2.7,4.4,2.6,2.4,2.5,3,1.7,2.3,1.9,3.4,1.9,3,2.5,179.4
Bamidele,Alli,MID,TOT,9500000,0,225,5.92105263157895,6.23268698060942E-07,2.36842105263158E-05,0,0,4,22,0,0,0,18,0,0,0,0,0,225,0,0,0,0,17,0,17,0,11,38.9,0,0,0,0,0,3036,0,0,0,679,Newcastle,Chelsea,Burnley,Everton,Swansea,7.4,7.2,8.3,6.4,7.7,5.3,7.4,8.1,6.7,5.8,7.6,4.9,7.6,6.8,7.4,8,8.4,5.4,7.2,7.6,6.5,6.6,7.6,6.5,7,5.5,6.1,6.4,8.4,7,8.4,6,6.9,6.6,7.4,8.4,6.5,7.9,301.7
Marcos,Alonso,DEF,CHE,7000000,0,177,4.65789473684211,6.65413533834587E-07,2.52857142857143E-05,0,0,2,19,0,0,0,6,0,0,0,0,0,177,0,0,0,0,11,0,15,0,5,13.6,0,0,0,0,0,2693,0,0,0,675,Burnley,Tottenham,Everton,Leicester,Arsenal,6.4,4.7,6.6,4,6.6,5.8,6,5.8,5.5,3.4,5.5,5.1,4.4,6.5,6.6,5.8,5.8,6.6,5.8,6.6,6.6,5.8,4.9,5.8,4.3,4.6,6,4.6,5.1,6.6,5.5,5.7,6.6,5.8,6.6,5.6,5.3,5.8,157.6
Daniel,Amartey,MID,LEI,4500000,0,53,1.39473684210526,3.09941520467836E-07,1.17777777777778E-05,0,0,3,35,0,0,0,1,0,0,0,0,0,53,0,0,0,0,3,0,4,0,1,0.3,0,0,0,0,0,1673,0,0,0,262,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0.7,2,0.7,0.7,1.7,0.7,0.7,0.8,0.7,0.8,0.7,0.7,0.7,0.7,1,1.7,0.7,0.8,0.7,0.8,0.7,2,0.7,1.1,0.7,0.9,0.7,0.9,0.9,0.7,0.7,1.7,2,0.8,0.8,0.7,0.7,0.7,57
Nordin,Amrabat,MID,WAT,5000000,0,65,1.71052631578947,3.42105263157895E-07,1.3E-05,0,0,4,51,0,0,0,0,0,0,0,0,0,65,0,0,0,0,5,0,4,0,3,0.1,0,0,0,0,0,2091,0,0,0,263,Liverpool,Bournemouth,Brighton,Southampton,Man City,0.9,1,2.4,0.9,0.9,0.9,0.9,0.9,0.9,1.3,0.9,0.9,2.1,1,0.9,1.1,0.9,2.4,2.1,1.3,1.2,0.9,1.2,1,1,1.1,0.9,1.2,1.2,0.9,0.9,1.3,1.4,2.1,1.2,0.9,2.4,0.9,113.9
Michail,Antonio,MID,WHU,7500000,0,132,4.77419522586948E-26,6.36559363449264E-33,1.76E-05,0,0,4,43,0,0,0,9,0,0,0,0,0,132,0,0,0,0,8,0,7,0,8,0.2,0,0,0,0,0,2433,0,0,1,410,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.7
Scott,Arfield,MID,BUR,5000000,0,69,1.81578947368421,3.63157894736842E-07,1.38E-05,0,0,3,36,0,0,0,1,0,0,0,0,0,69,0,0,0,0,3,0,6,0,2,0.1,0,0,0,0,0,2103,0,0,0,253,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.9,1.3,0.9,1.3,0.9,2.6,1,1,0.9,2.6,1,1.3,0.9,1.1,1.1,1.6,1.4,2.3,0.9,0.9,2.3,1,1,1.1,2.3,1,1,1.3,1.3,0.9,1.2,1,1.3,1.4,1.1,2.6,0.9,1.4,115.7
Marko,Arnautovic,MID,WHU,7000000,0,117,3.07894736842105,4.3984962406015E-07,1.67142857142857E-05,0,0,9,43,0,0,0,6,0,0,0,0,0,117,0,0,1,0,8,0,9,0,7,1.8,0,0,0,0,0,2713,0,0,1,401,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,2.1,2.4,3.8,4.4,2.4,2.2,3,2.8,4.4,2.4,2.5,2.9,3.2,2.4,1.9,2.8,2.2,2.6,4.4,2.6,1.7,3,3.8,3.3,3,3.8,3.5,1.9,2.4,3.4,2.6,3,2.2,3.2,1.7,2.4,2.6,3,216.2
Harry,Arter,MID,BOU,5000000,0,84,2.21052631578947,4.42105263157895E-07,1.68E-05,0,0,11,62,0,0,0,1,0,0,0,0,0,84,0,0,1,0,6,0,9,0,4,0.9,0,0,0,0,0,2956,0,0,1,513,West Brom,Watford,Man City,Arsenal,Brighton,1.4,2.2,1.4,1.1,3.1,1.4,1.9,1.1,1.5,1.6,2.7,3.1,1.4,2.1,1.8,1.4,1.2,1.4,1.1,1.4,1.8,2.7,1.2,1.1,1.2,1.9,2.7,3.1,1.5,1.3,1.8,1.7,1.8,1.1,1.5,1.4,1.8,1.6,135.4
Christian,Atsu,MID,NEW,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6500000,0,62,1.63157894736842,2.51012145748988E-07,9.53846153846154E-06,0,0,1,8,0,0,0,6,0,0,0,0,0,62,0,0,0,0,10,0,6,0,1,1.5,0,0,0,0,0,934,0,0,0,218,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,1.4,1.2,2,1.4,1,1,1.1,2.3,1.4,2,1.4,0.8,0.9,1.1,0.9,1.1,1.2,0.8,2.3,0.9,0.8,1.3,1.1,1.2,2.3,1.1,1.1,1.1,1.4,2,1.1,1,0.8,0.9,0.9,1.2,0.8,1.4,97.9
Andre,Ayew,MID,WHU,7000000,0,89,6.43792992579368E-27,9.19704275113383E-34,1.27142857142857E-05,0,0,1,25,0,0,0,6,0,0,0,0,0,89,0,0,0,0,5,0,6,0,3,2.4,0,0,0,0,0,1439,0,0,0,257,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.6
Jordan,Ayew,FWD,SWA,5000000,0,39,1.02631578947368,2.05263157894737E-07,7.8E-06,0,0,1,7,0,0,0,1,0,0,0,0,0,39,0,0,0,0,2,0,5,0,4,2,0,0,0,0,0,867,0,0,0,122,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0.5,0.5,0.5,1.5,0.5,0.6,0.5,1.5,0.5,0.5,1.5,0.5,0.6,0.5,0.5,0.7,0.6,0.5,0.6,0.5,0.5,0.6,1.3,0.5,0.5,0.5,0.7,1.3,0.6,1.3,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,47.9
Cesar,Azpilicueta,DEF,CHE,6500000,0,170,4.47368421052632,6.88259109311741E-07,2.61538461538462E-05,0,0,4,33,0,0,0,1,0,0,0,0,0,170,0,0,0,0,22,0,16,0,5,11.5,0,0,0,0,0,3420,0,0,0,872,Burnley,Tottenham,Everton,Leicester,Arsenal,6,4.5,6.3,3.8,6.3,5.6,5.7,5.6,5.2,3.2,5.2,4.8,4.1,6.1,6.3,5.6,5.6,6.3,5.6,6.3,6.3,5.5,4.7,5.6,4,4.3,5.6,4.3,4.8,6.3,5.2,5.4,6.3,5.6,6.3,5.3,5,5.6,136.8
Eric,Bailly,DEF,MUN,6000000,0,105,2.76315789473684,4.60526315789474E-07,1.75E-05,0,0,4,15,0,0,0,0,0,0,0,0,0,105,0,0,0,0,14,0,13,0,0,9.1,0,0,0,0,0,2058,0,0,0,542,West Ham,Swansea,Leicester,Stoke,Everton,3.5,2.6,2.2,2.9,3.9,2.9,3.5,1.9,3.4,2.6,2.3,3.9,3.9,2,2.8,2.8,1.9,2.3,1.7,3.1,3.4,3.4,3.4,2.5,2.1,3.9,3.4,2.8,2.9,2.4,2.9,3.2,2.3,2.8,1.4,3.3,3.4,2.6,61.2
Leighton,Baines,DEF,EVE,6000000,0,135,3.55263157894737,5.92105263157895E-07,2.25E-05,0,0,4,34,0,0,0,2,0,0,0,0,0,135,0,0,1,0,15,0,11,0,5,11.7,0,0,0,0,0,2819,0,0,0,647,Stoke,Man City,Chelsea,Tottenham,Man Utd,4.8,3.4,3.4,3.9,3,2.8,4.4,4.4,0,2.6,3.8,4.2,4.2,4.9,5,2.8,4.4,4.5,4.1,3.4,2.2,3.7,3.1,4.1,3.3,4,4.8,3,3.7,5,4.2,4.1,3.6,3.8,5,4.4,4.8,4.2,141.9
Tiemoue,Bakayoko,MID,CHE,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,Burnley,Tottenham,Everton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Baldock,FWD,BHA,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4500000,0,27,0.710526315789474,1.57894736842105E-07,6E-06,0,0,4,17,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0.2,0,0,0,0,0,1168,0,0,1,174,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.4,0.4,0.4,0.4,0.4,1,0.5,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.9,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,1,0.4,0.4,35.4
Ross,Barkley,MID,EVE,7500000,0,144,3.78947368421053,5.05263157894737E-07,1.92E-05,0,0,5,36,0,0,0,5,0,0,0,0,0,144,0,0,0,0,11,0,12,0,11,0.3,0,0,0,0,0,2900,0,0,0,534,Stoke,Man City,Chelsea,Tottenham,Man Utd,0,2.7,3,3.1,2.9,4.4,4.5,4.7,0,3.5,4.7,3.3,3.3,3.3,5.4,2.7,4.7,4.1,3.8,3.3,3.6,3.6,2.4,4.1,4.3,2.4,4,4,3.8,5.4,3.6,3.4,3.4,3.4,5.4,4.7,4.1,2.6,290.3
Ashley,Barnes,FWD,BUR,5500000,0,81,2.13157894736842,3.8755980861244E-07,1.47272727272727E-05,0,0,6,27,0,0,0,6,0,0,0,0,0,81,0,0,0,0,10,0,6,0,3,1,0,0,0,0,0,1774,0,0,1,241,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,1.1,2.1,1.5,2,1.3,3,1.1,1.9,1.6,3,1.5,2.2,1.6,1.5,1.4,2.1,2.1,2.6,1.9,1.2,2.6,1.6,1.6,1.6,2.6,2.1,1.7,1.9,1.4,1.5,1.4,1.7,1.6,1.8,1.7,3,1.3,1.9,125.5
Modou,Barrow,MID,SWA,5000000,0,34,0.894736842105263,1.78947368421053E-07,6.8E-06,0,0,1,23,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1145,0,0,0,136,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5
Gareth,Barry,MID,EVE,4500000,0,68,1.78947368421053,3.9766081871345E-07,1.51111111111111E-05,0,0,10,28,0,0,0,2,0,0,0,0,0,68,0,0,0,0,3,0,7,0,1,2.4,0,0,0,0,0,2109,0,0,0,371,Stoke,Man City,Chelsea,Tottenham,Man Utd,1.4,0.9,0.9,0.9,0.9,1.4,1.5,2.2,0,1,1.6,0.9,1,1,2.5,0.9,2.2,1.3,1.1,1,1.1,1.1,0.9,1.3,1.4,0.9,1.2,1.2,1.1,2.5,1.1,1,1,1,2.5,2.2,1.3,0.9,115
Kyle,Bartley,DEF,SWA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,8500000,0,48,1.26315789473684,1.48606811145511E-07,5.64705882352941E-06,0,0,0,3,0,0,0,5,0,0,0,0,0,48,0,0,0,0,4,0,0,0,1,1.8,0,0,0,0,0,254,0,0,0,169,Burnley,Tottenham,Everton,Leicester,Arsenal,1,0.6,0.6,0.6,0.7,0.7,0.9,0.6,0.9,0.6,0.7,0.7,0.6,1,1.8,0.6,1.6,0.8,0.6,1.8,0.9,0.6,0.8,1.6,0.8,0.7,0.9,0.6,0.7,0.9,0.7,0.8,0.8,0.6,1.8,0.7,0.7,1.6,50.7
Jan,Bednarek,DEF,SOU,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,GLK,BOU,4500000,0,2,1.44672582602105E-28,3.21494628004678E-35,4.44444444444444E-07,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,180,0,0,0,17,West Brom,Watford,Man City,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Valon,Behrami,MID,WAT,4500000,0,48,1.26315789473684,2.80701754385965E-07,1.06666666666667E-05,0,0,7,39,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,5,0,0,0.3,0,0,0,0,0,2030,0,0,0,258,Liverpool,Bournemouth,Brighton,Southampton,Man City,0.6,0.6,1.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,1.6,0.6,0.6,0.6,0.6,1.8,1.6,0.8,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.8,0.8,1.6,0.7,0.6,1.8,0.6,33.6
Hector,Bellerin,DEF,ARS,6000000,0,119,3.13157894736842,5.21929824561404E-07,1.98333333333333E-05,0,0,4,34,0,0,0,1,0,0,0,0,0,119,0,0,0,0,12,0,10,0,5,14.7,0,0,0,0,0,2503,0,0,0,569,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,2.7,3.5,2.3,2.3,2.8,3.4,4.4,2.5,0,3.8,2.8,3.2,3.1,4.4,3.1,3.5,3.5,4.4,2.9,3.5,2.8,3.4,1.7,4.1,3.2,4.4,2.6,3.4,3.9,3.1,2.1,4.1,4.1,3.9,4.1,2.5,3.7,3.9,133.8
Yohan,Benalouane,DEF,LEI,4500000,0,27,1.95307986512842E-27,4.34017747806316E-34,6E-06,0,0,4,15,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0.1,0,0,0,0,0,917,0,0,0,156,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6
Christian,Benteke,FWD,CRY,8000000,0,136,3.57894736842105,4.47368421052632E-07,1.7E-05,0,0,10,58,0,0,0,15,0,0,0,0,0,136,0,0,2,0,13,0,7,0,2,10.8,0,0,0,0,0,3131,0,0,0,382,Huddersfield,Liverpool,Swansea,Burnley,Southampton,5.1,3,4.5,3.8,4.1,3.7,2.9,3.3,4.4,4.1,3.3,3.2,4.5,4.4,3.8,4.1,4.4,3.3,3.8,3.7,4.4,3.4,4.5,2.9,3.4,5.1,2.5,4.1,3.6,2.6,4.4,3.7,3.4,5.1,3.7,4,3.8,4.5,286.1
Saido,Berahino,FWD,STK,6000000,0,26,1.88074357382737E-27,3.13457262304561E-34,4.33333333333333E-06,0,0,1,13,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0.6,0,0,0,0,0,963,0,0,0,50,Everton,Arsenal,West Brom,Man Utd,Newcastle,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Brighton,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo Silva,MID,MCI,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,Brighton,Everton,Bournemouth,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5500000,0,123,3.23684210526316,5.88516746411483E-07,2.23636363636364E-05,0,0,3,36,0,0,0,2,0,0,0,0,0,123,0,0,0,0,9,0,12,0,5,15.6,0,0,0,0,0,2507,0,0,0,575,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,4,4.3,4,3.3,3.7,3.3,3.6,4.6,3.6,4,3.9,2.5,4.6,2.9,1.8,4.1,2.8,2.9,4.6,2.7,2.6,4.3,2.6,3.4,4.6,2.9,3.1,3.2,4.3,4,3.3,3.7,3.5,3.6,2.2,2.4,4,3.6,121.5
Muhamed,Besic,MID,EVE,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Stoke,Man City,Chelsea,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5500000,0,98,2.57894736842105,4.688995215311E-07,1.78181818181818E-05,0,0,2,17,0,0,0,1,0,0,0,0,0,98,0,0,0,0,14,0,9,0,2,1.4,0,0,0,0,0,1830,0,0,0,525,West Ham,Swansea,Leicester,Stoke,Everton,3.2,2.4,2,2.6,3.7,2.6,3.1,1.7,3.2,2.4,2,3.7,3.7,1.8,2.5,2.6,1.7,2.1,1.5,2.8,3.1,3.2,3.1,2.3,1.9,3.7,3.2,2.6,2.6,2.2,2.7,2.9,2.1,2.6,1.3,3,3.2,2.3,108.2
